id,dataset_path,device,output_to,output_model_weights_to,verbose,dt_splits,dt_samples_limit,dt_templates,dt_apply_template,dt_ess_sm_path,dt_extra_similar_sents,dt_ess_sm_k,dt_ess_sm_batch_size,dt_sents_vector_type,nn_store_model_weights,nn_batch_size,nn_epochs,nn_grad_clipping,nn_use_scheduler,nn_scheduler_power,nn_dropout_prob,nn_optimizer,nn_opt_momentum,nn_bbox_hidden_dim,nn_opt_learning_rate,nn_wd,nn_film_layers,nn_fg_bg_percentile,nn_giou_lambda,nn_l1_lambda,nn_bce_lambda,comb_id,nn_scheduler,test_losses,train_losses,avg_iou_accuracy,exp_id,nn_reload_weights_from,dt_full_test_set
144,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,1,0.0,0,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_1_0_0,True,"[0.7979344725608826, 0.8084343671798706]","[1.0829747861081904, 0.9568487297404896, 0.8860794414173473, 0.8717399185354059, 0.8557904958724976]",0.2459,144,,True
145,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,1,0.0,1,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_1_0_1,True,"[1.166231632232666, 1.250993251800537]","[1.5046080892736262, 1.3130290508270264, 1.2594116926193237, 1.240049492229115, 1.222600893540816]",0.2336,145,,True
146,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,1,0.0,2,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_1_0_2,True,"[1.4875593185424805, 1.6401638984680176]","[1.8549354076385498, 1.7345070947300305, 1.6661751487038352, 1.6362513845617122, 1.6260758638381958]",0.249,146,,True
147,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,1,0.0,4,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_1_0_4,True,"[2.2288501262664795, 2.4659018516540527]","[2.8554515188390557, 2.6576697392897173, 2.564262866973877, 2.506372191689231, 2.470259341326627]",0.252,147,,True
148,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,1,0.001,0,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_1_0.001_0,True,"[1.2201122045516968, 1.232407569885254]","[1.4004189642992886, 1.2837451262907549, 1.2580909729003906, 1.2595134323293513, 1.2522180080413818]",0.2308,148,,True
149,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,1,0.001,1,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_1_0.001_1,True,"[1.558345913887024, 1.6613678932189941]","[2.164038159630515, 1.9247464591806585, 1.7995762066407637, 1.7468923655423252, 1.716681339524009]",0.2509,149,,True
150,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,1,0.001,2,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_1_0.001_2,True,"[1.9127730131149292, 2.0834059715270996]","[2.825695449655706, 2.4645642800764604, 2.2969925620339136, 2.2236623764038086, 2.177956559441306]",0.255,150,,True
151,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,1,0.001,4,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_1_0.001_4,True,"[2.629495859146118, 2.866888999938965]","[3.510694070295854, 3.1305548494512383, 2.977031707763672, 2.902552778070623, 2.85937237739563]",0.2506,151,,True
152,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,1,0.005,0,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_1_0.005_0,True,"[2.808823585510254, 2.9963459968566895]","[3.2612641724673184, 2.9887620969252153, 2.979111433029175, 2.9690845662897285, 2.9931242032484575]",0.2292,152,,True
153,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,1,0.005,1,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_1_0.005_1,True,"[3.10392165184021, 3.2507293224334717]","[3.9505487138574775, 3.513907324184071, 3.427221168171276, 3.409578258341009, 3.4054772420362993]",0.2404,153,,True
154,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,1,0.005,2,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_1_0.005_2,True,"[3.503872871398926, 3.631807804107666]","[5.041074926202947, 4.266955570741133, 3.9792820757085625, 3.8305338729511607, 3.816940199245106]",0.246,154,,True
155,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,1,0.005,4,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_1_0.005_4,True,"[4.207513809204102, 4.578837871551514]","[5.936891685832631, 5.046983935616233, 4.760928370735862, 4.685308283025568, 4.646785302595659]",0.239,155,,True
156,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,1,0.0001,0,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_1_0.0001_0,True,"[0.8270312547683716, 0.8644816875457764]","[1.1499957279725508, 1.0076887119900098, 0.9505378712307323, 0.9235076904296875, 0.897678483616222]",0.2428,156,,True
157,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,1,0.0001,1,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_1_0.0001_1,True,"[1.1889429092407227, 1.2639105319976807]","[1.5468174110759387, 1.3940566778182983, 1.3378518169576472, 1.3029350692575628, 1.2893414063887163]",0.2485,157,,True
158,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,1,0.0001,2,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_1_0.0001_2,True,"[1.5478897094726562, 1.7080543041229248]","[2.0371661619706587, 1.8780486475337634, 1.7819050658832898, 1.7457830580798062, 1.7242464152249424]",0.2534,158,,True
159,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,1,0.0001,4,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_1_0.0001_4,True,"[2.270390748977661, 2.498734951019287]","[2.9770585623654453, 2.7053206617181953, 2.6023237054998223, 2.5325380021875556, 2.4922503341328013]",0.256,159,,True
160,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,2,0.0,0,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_2_0_0,True,"[1.570814847946167, 1.5855600833892822]","[2.0731040347706187, 1.8919796510176226, 1.7764258818192915, 1.72491455078125, 1.6814886331558228]",0.2429,160,,True
161,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,2,0.0,1,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_2_0_1,True,"[1.9310423135757446, 2.0216007232666016]","[2.3412427685477515, 2.1627793962305244, 2.1075010949915107, 2.0522584048184482, 2.040321610190652]",0.2399,161,,True
162,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,2,0.0,2,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_2_0_2,True,"[2.2786388397216797, 2.442880630493164]","[2.96131029996005, 2.6598367907784204, 2.557282794605602, 2.512689460407604, 2.4942662715911865]",0.2502,162,,True
163,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,2,0.0,4,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_2_0_4,True,"[3.022284507751465, 3.328113079071045]","[3.8795539032329214, 3.557472055608576, 3.4207897836511787, 3.3509107286279853, 3.296553048220548]",0.2491,163,,True
164,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,2,0.001,0,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_2_0.001_0,True,"[1.9767279624938965, 2.0437495708465576]","[2.480774315920743, 2.191613262349909, 2.128510215065696, 2.092651508071206, 2.0785234841433438]",0.2301,164,,True
165,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,2,0.001,1,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_2_0.001_1,True,"[2.3287622928619385, 2.4764668941497803]","[3.310367389158769, 2.9224453405900435, 2.7222045118158515, 2.6202339692549272, 2.5956005399877373]",0.2535,165,,True
166,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,2,0.001,2,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_2_0.001_2,True,"[2.686861991882324, 2.897542953491211]","[3.5924279256300493, 3.2722001509232954, 3.116915832866322, 3.0381851413033227, 2.9956068342382256]",0.2475,166,,True
167,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,2,0.001,4,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_2_0.001_4,True,"[3.4213242530822754, 3.6782126426696777]","[4.576803944327614, 4.123237739909779, 3.9274434826590796, 3.8121930902654473, 3.7684906179254707]",0.2531,167,,True
168,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,2,0.005,0,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_2_0.005_0,True,"[3.640322208404541, 3.8291172981262207]","[4.540965730493719, 3.964684768156572, 3.879172932017933, 3.8527175296436655, 3.807373285293579]",0.2313,168,,True
169,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,2,0.005,1,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_2_0.005_1,True,"[3.9690396785736084, 4.222251892089844]","[5.055479179729115, 4.510405757210472, 4.287726272236217, 4.272381695834073, 4.250241301276467]",0.2323,169,,True
170,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,2,0.005,2,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_2_0.005_2,True,"[4.31072998046875, 4.571067810058594]","[5.526635733517733, 4.975919203324751, 4.7400523966008965, 4.701560670679266, 4.659225984053179]",0.2477,170,,True
171,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,2,0.005,4,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_2_0.005_4,True,"[5.0411176681518555, 5.480517387390137]","[6.547208612615412, 5.842916271903298, 5.609901471571489, 5.530628377741033, 5.447345170107755]",0.2452,171,,True
172,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,2,0.0001,0,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_2_0.0001_0,True,"[1.6455087661743164, 1.667059063911438]","[2.0246820774945347, 1.7902291904796253, 1.7077145684849133, 1.6807517571882769, 1.6554012190211902]",0.2212,172,,True
173,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,2,0.0001,1,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_2_0.0001_1,True,"[2.009875774383545, 2.131582736968994]","[2.87700156732039, 2.5226559205488726, 2.381055333397605, 2.292589230970903, 2.250369982285933]",0.252,173,,True
174,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,2,0.0001,2,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_2_0.0001_2,True,"[2.365316390991211, 2.5309510231018066]","[3.2945881106636743, 2.980439554561268, 2.8042230822823266, 2.718272664330222, 2.640202132138339]",0.258,174,,True
175,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,2,0.0001,4,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_2_0.0001_4,True,"[3.0642127990722656, 3.3425400257110596]","[4.131413806568492, 3.7277031378312544, 3.5273277759552, 3.461266040802002, 3.3971576257185503]",0.2622,175,,True
176,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,4,0.0,0,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_4_0_0,True,"[3.1665148735046387, 3.22542405128479]","[4.277341864325783, 3.7589520757848565, 3.513896855441007, 3.4362633445046167, 3.3601118217815054]",0.2388,176,,True
177,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,4,0.0,1,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_4_0_1,True,"[3.539257526397705, 3.7053287029266357]","[4.678732005032626, 4.232549082149159, 4.040227153084495, 3.9659670049493965, 3.9112230864438144]",0.2522,177,,True
178,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,4,0.0,2,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_4_0_2,True,"[3.8759241104125977, 4.0760297775268555]","[5.158420996232466, 4.500484336506236, 4.326125535097989, 4.234450817108154, 4.162697228518399]",0.2499,178,,True
179,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,4,0.0,4,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_4_0_4,True,"[4.648830413818359, 4.840404033660889]","[6.375619714910334, 5.84366343238137, 5.5118327574296435, 5.292140657251531, 5.188617402857]",0.2651,179,,True
180,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,4,0.001,0,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_4_0.001_0,True,"[3.586024522781372, 3.6921842098236084]","[4.663488127968528, 4.151082342321223, 3.833156802437522, 3.791293057528409, 3.7076944437893955]",0.2337,180,,True
181,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,4,0.001,1,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_4_0.001_1,True,"[3.9036896228790283, 4.054077625274658]","[5.536663055419922, 4.65140455419367, 4.359987995841286, 4.275706724687056, 4.205968791788274]",0.2443,181,,True
182,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,4,0.001,2,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_4_0.001_2,True,"[4.251206398010254, 4.513472557067871]","[5.429069519042969, 4.890637311068448, 4.693404891274192, 4.603623216802424, 4.529973463578657]",0.2475,182,,True
183,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,4,0.001,4,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_4_0.001_4,True,"[5.05247688293457, 5.410173416137695]","[6.7357683181762695, 5.952175877311013, 5.662667447870428, 5.49252666126598, 5.458971673792059]",0.2457,183,,True
184,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,4,0.005,0,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_4_0.005_0,True,"[5.234328746795654, 5.395397186279297]","[6.414817506616766, 5.767879269339821, 5.570081017234108, 5.55984540419145, 5.488487026908181]",0.2289,184,,True
185,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,4,0.005,1,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_4_0.005_1,True,"[5.598292350769043, 5.891071796417236]","[6.750520099293102, 6.123523408716375, 5.974630312486128, 5.903616124933416, 5.894108338789507]",0.2336,185,,True
186,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,4,0.005,2,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_4_0.005_2,True,"[5.849664688110352, 6.140841960906982]","[7.797724723815918, 6.825598846782338, 6.575154651295055, 6.367319453846324, 6.381383115595037]",0.2431,186,,True
187,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,4,0.005,4,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_4_0.005_4,True,"[6.562258720397949, 6.9348978996276855]","[8.212980313734574, 7.511771158738569, 7.3187126246365635, 7.194864663210782, 7.120909907601097]",0.2451,187,,True
188,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,4,0.0001,0,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_4_0.0001_0,True,"[3.1843886375427246, 3.320765495300293]","[4.356213309548118, 3.924883495677601, 3.6250309510664507, 3.54193732955239, 3.510872255672108]",0.2424,188,,True
189,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,4,0.0001,1,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_4_0.0001_1,True,"[3.5448577404022217, 3.748467206954956]","[4.649305950511586, 4.224918213757602, 3.965190042148937, 3.947152116081931, 3.8397852074016225]",0.2468,189,,True
190,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,4,0.0001,2,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_4_0.0001_2,True,"[3.9654581546783447, 4.15766716003418]","[5.188616795973345, 4.664147897200151, 4.460130431435325, 4.351283723657781, 4.292098132046786]",0.2507,190,,True
191,dataset/refcocog,cuda,output,models/mynet.pth,False,"['test', 'train', 'val']",0.8,"['a photo of {}', '{} in the picture', '{} in the foreground/background', 'an image showing {}']",True,matrices,False,1,512,Mean,True,32,5,False,True,0.7,0.3,AdamW,0.9,1024,1e-05,1e-06,3,80,4,0.0001,4,false_true_1_3_true_0.7_false_adamw_0.3_1e-05_1024_1e-06_4_0.0001_4,True,"[4.643001079559326, 5.003515243530273]","[6.0035340135747735, 5.609834064136852, 5.336966081099077, 5.209193749861284, 5.12065315246582]",0.2555,191,,True
